seed: 4, epochs: 100, algorithm: FedOpt, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, num_clients: 10, batch_size: 64, learning_rate: 0.01, local_epochs: 5, model: lenet, dataset: MNIST, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, gpu_idx: [0], num_workers: 0, record_time: False, num_adv: 4, attack: NoAttack, defense: Mean, attack_params: None, defense_params: None, benchmark: False, num_shards: 200, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cpu, output: ./logs/FedOpt/MNIST_lenet/non-iid/MNIST_lenet_non-iid_NoAttack_Mean_100_10_0.01_FedOpt.txt

Started on Thu Oct  9 16:36:52 2025
Generating new dataset split: non-iid
Number of clients: 10, Type: <class 'int'>
Performing Dirichlet non-iid partition (alpha=0.5)
Calling dirichlet_split_noniid with: labels, alpha=0.5, n_clients=10
Converting client indices to torch tensors...
Successfully created 10 client partitions
Validating partitions...
Total samples distributed: 60000/60000
Client 0: 7497 samples
Client 1: 6585 samples
Client 2: 3503 samples
Client 3: 5112 samples
Client 4: 5857 samples
Client 5: 7536 samples
Client 6: 3752 samples
Client 7: 6682 samples
Client 8: 4192 samples
Client 9: 9284 samples
non-iid partition finished successfully.
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  		Train Acc: 0.1566	Train loss: 0.0355	Test Acc: 0.0958	Test loss: 0.0360
Epoch 1  		Train Acc: 0.2047	Train loss: 0.0348	Test Acc: 0.0958	Test loss: 0.0359
Epoch 2  		Train Acc: 0.2313	Train loss: 0.0339	Test Acc: 0.0958	Test loss: 0.0356
Epoch 3  		Train Acc: 0.2375	Train loss: 0.0324	Test Acc: 0.0958	Test loss: 0.0352
Epoch 4  		Train Acc: 0.2719	Train loss: 0.0308	Test Acc: 0.2705	Test loss: 0.0339
Epoch 5  		Train Acc: 0.3800	Train loss: 0.0284	Test Acc: 0.3797	Test loss: 0.0323
Epoch 6  		Train Acc: 0.4866	Train loss: 0.0256	Test Acc: 0.5340	Test loss: 0.0285
Epoch 7  		Train Acc: 0.5956	Train loss: 0.0221	Test Acc: 0.6074	Test loss: 0.0230
Epoch 8  		Train Acc: 0.6962	Train loss: 0.0166	Test Acc: 0.7352	Test loss: 0.0159
Epoch 9  		Train Acc: 0.7859	Train loss: 0.0119	Test Acc: 0.7487	Test loss: 0.0123
Epoch 10 		Train Acc: 0.7930	Train loss: 0.0100	Test Acc: 0.8125	Test loss: 0.0096
Epoch 11 		Train Acc: 0.8347	Train loss: 0.0084	Test Acc: 0.8249	Test loss: 0.0089
Epoch 12 		Train Acc: 0.8538	Train loss: 0.0077	Test Acc: 0.8545	Test loss: 0.0079
Epoch 13 		Train Acc: 0.8694	Train loss: 0.0068	Test Acc: 0.8582	Test loss: 0.0076
Epoch 14 		Train Acc: 0.8675	Train loss: 0.0066	Test Acc: 0.8686	Test loss: 0.0068
Epoch 15 		Train Acc: 0.8800	Train loss: 0.0063	Test Acc: 0.8812	Test loss: 0.0063
Epoch 16 		Train Acc: 0.8919	Train loss: 0.0056	Test Acc: 0.8869	Test loss: 0.0059
Epoch 17 		Train Acc: 0.8978	Train loss: 0.0051	Test Acc: 0.8962	Test loss: 0.0056
Epoch 18 		Train Acc: 0.9012	Train loss: 0.0051	Test Acc: 0.8969	Test loss: 0.0054
Epoch 19 		Train Acc: 0.8994	Train loss: 0.0053	Test Acc: 0.9059	Test loss: 0.0050
Epoch 20 		Train Acc: 0.9089	Train loss: 0.0048	Test Acc: 0.9134	Test loss: 0.0047
Epoch 21 		Train Acc: 0.9147	Train loss: 0.0042	Test Acc: 0.9106	Test loss: 0.0047
Epoch 22 		Train Acc: 0.9203	Train loss: 0.0041	Test Acc: 0.9200	Test loss: 0.0043
Epoch 23 		Train Acc: 0.9270	Train loss: 0.0040	Test Acc: 0.9216	Test loss: 0.0041
Epoch 24 		Train Acc: 0.9309	Train loss: 0.0036	Test Acc: 0.9227	Test loss: 0.0040
Epoch 25 		Train Acc: 0.9259	Train loss: 0.0038	Test Acc: 0.9254	Test loss: 0.0039
Epoch 26 		Train Acc: 0.9281	Train loss: 0.0041	Test Acc: 0.9306	Test loss: 0.0037
Epoch 27 		Train Acc: 0.9309	Train loss: 0.0034	Test Acc: 0.9266	Test loss: 0.0038
Epoch 28 		Train Acc: 0.9372	Train loss: 0.0034	Test Acc: 0.9329	Test loss: 0.0035
Epoch 29 		Train Acc: 0.9469	Train loss: 0.0043	Test Acc: 0.9337	Test loss: 0.0034
Epoch 30 		Train Acc: 0.9447	Train loss: 0.0029	Test Acc: 0.9360	Test loss: 0.0034
Epoch 31 		Train Acc: 0.9414	Train loss: 0.0030	Test Acc: 0.9383	Test loss: 0.0032
Epoch 32 		Train Acc: 0.9441	Train loss: 0.0028	Test Acc: 0.9405	Test loss: 0.0031
Epoch 33 		Train Acc: 0.9422	Train loss: 0.0029	Test Acc: 0.9405	Test loss: 0.0030
Epoch 34 		Train Acc: 0.9503	Train loss: 0.0027	Test Acc: 0.9384	Test loss: 0.0031
Epoch 35 		Train Acc: 0.9551	Train loss: 0.0026	Test Acc: 0.9423	Test loss: 0.0030
Epoch 36 		Train Acc: 0.9547	Train loss: 0.0026	Test Acc: 0.9434	Test loss: 0.0028
Epoch 37 		Train Acc: 0.9478	Train loss: 0.0026	Test Acc: 0.9487	Test loss: 0.0027
